trade_date,ic_gap_cc,ic_gap_intra,ic_nogap_cc,ic_nogap_intra,rank_ic_gap_cc,rank_ic_gap_intra,rank_ic_nogap_cc,rank_ic_nogap_intra
2009-07-10,0.01875545131059279,-0.09526576447873338,-0.12288156382201433,-0.3341331692291317,-0.752450980392157,-0.1985294117647059,-0.07107843137254903,-0.3774509803921569
2009-07-13,-0.03160119978594125,-0.23663346687575068,-0.4199380761604714,-0.14079569900211816,-0.5686274509803922,0.08578431372549021,-0.590686274509804,-0.303921568627451
2009-07-14,-0.7103935083018067,-0.5597809858908005,-0.07806251039344228,-0.3412809719446471,-0.6176470588235294,-0.3651960784313726,-0.02696078431372549,-0.41666666666666674
2009-07-15,-0.36304398346295746,0.0495705167926765,-0.008018423605782615,0.13358351248188619,-0.45833333333333337,0.07107843137254903,-0.03431372549019608,0.29901960784313725
2009-07-16,-0.05330214341714083,0.556465289779095,0.18293881641221021,0.03616163174977555,-0.17647058823529413,0.2622549019607843,0.03676470588235294,0.12254901960784316
2009-07-17,-0.0019351567767747213,-0.3689863195083243,-0.09936294236240424,0.18295814932098423,-0.3088235294117647,0.06372549019607844,-0.10784313725490197,0.22794117647058826
2009-07-21,0.07458637989009989,0.08462722507315462,0.1543999607625923,0.1223513491156969,-0.04901960784313726,0.0,0.10539215686274511,-0.06372549019607844
2009-07-22,-0.8457258305044981,-0.4842595996573489,0.2265590414386138,0.0534719162520543,-0.7647058823529413,-0.4436274509803922,0.22303921568627455,-0.06372549019607844
2009-07-23,0.06676153203119173,-0.22809651127794262,0.28586809380919587,0.15151556193465318,-0.6568627450980393,-0.3823529411764707,0.07598039215686275,-0.09313725490196079
2009-07-24,-0.14861548877840033,0.24545521035234008,0.08510932611352136,0.11594789142598824,-0.12990196078431374,0.21568627450980393,-0.10049019607843139,0.24754901960784317
2009-07-27,-0.3004747328423691,-0.15434873241130787,-0.024154497363570206,-0.1126783843071725,-0.25000000000000006,-0.22794117647058826,-0.15686274509803924,-0.2524509803921569
2009-07-28,0.45943532802051706,0.45352132408248125,0.4126949004419368,0.24787835221881815,-0.1519607843137255,0.29411764705882354,0.47794117647058826,0.5073529411764706
2009-07-29,0.06110516155173019,-0.05986691670053434,-0.32514862860511917,-0.20837133630121576,-0.5000000000000001,0.007352941176470588,-0.35294117647058826,-0.056372549019607844
2009-07-30,0.025237939382830782,0.5819723797888229,0.005524834592282271,-0.01974975609804336,-0.6348039215686275,-0.06127450980392158,-0.02450980392156863,-0.24754901960784317
2009-07-31,-0.41394380110158824,0.1672569658393437,0.01854255654315176,0.4746737497558684,-0.4730392156862746,0.2034313725490196,-0.12254901960784316,0.2720588235294118
2009-08-03,-0.23149117415267664,0.07438049205010427,0.25751321249691417,0.12554729370189394,-0.32598039215686275,0.07843137254901962,0.2622549019607843,0.10784313725490197
2009-08-04,0.3329199335319592,0.48878127888452233,0.2722278834388494,0.34775820804391355,0.16421568627450983,0.42892156862745107,0.41421568627450983,0.35539215686274517
2009-08-05,0.44179863169883565,0.13075812861181657,0.291771255806883,0.1364045559701669,-0.3088235294117647,0.25490196078431376,0.29411764705882354,0.056372549019607844
2009-08-06,-0.6491942633329172,-0.6509769964267662,-0.3002269316205325,-0.5925407294638154,-0.7352941176470589,-0.03186274509803922,-0.18627450980392157,-0.5073529411764706
2009-08-07,-0.8123897039643491,-0.08661398611939472,-0.17236353327487894,-0.018068412266367698,-0.7205882352941178,-0.10174480391478231,-0.31127450980392163,-0.14393167383066768
2009-08-10,-0.28122546896529166,0.28589178989096276,0.18596051657356255,0.3469447756016085,-0.3382352941176471,0.1687474796635414,-0.009803921568627453,0.3077159923276343
2009-08-11,0.4954439347083473,-0.0931782629374544,-0.2766669067590787,-0.2647329590233571,-0.4338235294117647,-0.08333333333333334,-0.13725490196078433,-0.2843137254901961
2009-08-12,0.17603031990856324,-0.13923362580119858,0.2981823266698719,0.12389695823477641,0.08333333333333334,0.19607843137254904,0.30147058823529416,0.29411764705882354
2009-08-13,-0.5111277836578427,0.14543444452989557,0.17249736598970145,0.1683048763141498,-0.5465686274509804,0.32843137254901966,0.09558823529411767,0.17156862745098042
2009-08-14,-0.5769636218764876,0.7572022242832561,-0.1286015519267633,-0.04745803034736644,-0.4387254901960785,0.8088235294117647,0.08333333333333334,-0.12254901960784316
2009-08-17,0.8200320096691429,0.6549093425192205,-0.2252249310382854,0.08958998281476674,-0.07843137254901962,0.6960784313725491,-0.2843137254901961,0.26715686274509803
2009-08-18,-0.3676054535485325,-0.6774608453511831,0.012390403021238991,-0.10371741572427746,-0.5294117647058825,-0.40441176470588236,0.10294117647058824,-0.21078431372549022
2009-08-19,-0.7723907200440077,-0.06734218161433764,0.14994109835982627,0.28895495685717076,-0.7916666666666667,-0.4387254901960785,0.12009803921568628,0.2843137254901961
2009-08-20,-0.5295107737152209,0.13590641666577682,-0.00937956257849935,0.09233580804046712,-0.5465686274509804,0.07352941176470588,-0.14215686274509806,-0.07107843137254903
2009-08-21,-0.2915936233875067,0.6393126625506864,0.4303236143727449,0.42518415624284484,-0.29656862745098045,0.698529411764706,0.5490196078431373,0.16911764705882354
2009-08-24,0.2339414868836988,0.18167126517515686,0.246416637884016,0.15109330621333694,0.12254901960784316,0.22794117647058826,0.14215686274509806,0.21813725490196081
2009-08-25,-0.6298347449619244,0.6948883359761854,0.2674320953423211,-0.505711313580299,-0.6323529411764707,0.6372549019607844,0.35539215686274517,-0.37990196078431376
2009-08-26,-0.34900928187711555,0.33095621950456455,0.3033373743589861,0.2289150181277846,-0.40441176470588236,0.24509803921568632,0.16421568627450983,0.07598039215686275
2009-08-27,0.1369392189403641,0.17302418731217295,0.2688800829148717,0.16472704439771124,-0.012254901960784315,0.27696078431372556,0.2303921568627451,0.19607843137254904
2009-08-28,-0.571250454033666,-0.032510584233895475,0.0019512019279642467,0.05630308380705376,-0.6053921568627452,0.11428536875224193,-0.13725490196078433,-0.1980946391705527
2009-08-31,-0.017836866926820683,0.2876477810728122,0.22264178877039986,-0.02412858699442383,0.004901960784313726,0.28186274509803927,0.25000000000000006,-0.019607843137254905
2009-09-02,0.6029509596075042,-0.7239863793577472,-0.07462382815743313,0.2780909373100103,0.18137254901960786,-0.029411764705882353,0.08333333333333334,0.24754901960784317
2009-09-03,-0.4468494925956961,0.1877285379385678,0.14168388271536134,0.41612422373119573,-0.43137254901960786,0.2524509803921569,0.13970588235294118,0.37009803921568635
2009-09-04,-0.6931110578127921,-0.08834762216234472,0.36782775175339855,0.16041056606058443,-0.7254901960784315,0.014705882352941176,0.38480392156862747,0.056372549019607844
2009-09-07,-0.6367315155084835,-0.4171826422229289,0.5893886166416418,0.3210296565581069,-0.48774509803921573,-0.23529411764705882,0.5588235294117647,0.27941176470588236
2009-09-09,0.07457266500373641,0.34149346644986484,0.17559999236924212,-0.0047605301071581285,-0.4068627450980392,0.04901960784313726,0.04411764705882353,-0.03676470588235294
2009-09-10,-0.8584571949183184,-0.6081560915075693,0.09502325490271127,0.01501773411177798,-0.45833333333333337,-0.06617647058823531,0.11764705882352941,0.06617647058823531
2009-09-11,0.3893349177041562,-0.258631182322109,0.20770364813980038,-0.14893151793292309,-0.28921568627450983,0.4338235294117647,0.2303921568627451,-0.04411764705882353
2009-09-14,0.10025044721508873,0.46542318851397363,0.10947743972369814,0.17282291315254236,-0.37254901960784315,0.3504901960784314,0.009803921568627453,0.19607843137254904
2009-09-15,-0.15965401949726737,0.19849879752405838,0.3608504542769476,0.06534516431747835,-0.04901960784313726,0.007352941176470588,0.24509803921568632,-0.17156862745098042
2009-09-16,-0.5225008303075175,-0.048916224800074404,-0.2020119780870731,-0.3700098538828681,-0.5833333333333334,-0.411764705882353,-0.31127450980392163,-0.30637254901960786
2009-09-17,0.027034673349340663,0.17657014948236477,-0.0152347988094787,-0.09257579720222231,-0.16911764705882354,0.34313725490196084,-0.13480392156862747,0.01715686274509804
2009-09-18,0.36085198420833753,-0.19192028085835947,-0.1699170353876784,0.27084240158398615,-0.08333333333333334,0.08578431372549021,-0.30637254901960786,0.27450980392156865
2009-09-24,-0.30712909600439237,0.37123717831668196,-0.06947307183597795,-0.13832998257516294,-0.22058823529411767,0.4534313725490197,0.11764705882352941,-0.012254901960784315
2009-09-25,-0.45339450681672,-0.2008036536185636,-0.25235440720274566,-0.23728651577765691,-0.37990196078431376,-0.36274509803921573,-0.232843137254902,-0.41666666666666674
2009-09-28,-0.4674428322487587,-0.33594467794978555,-0.15781026867203637,-0.3620128074049187,-0.44852941176470595,-0.33333333333333337,-0.17892156862745098,-0.3872549019607844
2009-09-29,-0.8632524706650404,-0.007992023486157959,-0.3028517516185578,-0.5346887661927342,-0.8333333333333335,-0.6151960784313726,-0.34803921568627455,-0.42156862745098045
2009-09-30,0.33936325383334187,0.04268072342632805,0.09925259766385491,0.15730999221528166,0.22058823529411767,0.34558823529411764,0.3186274509803922,0.11029411764705883
2009-10-01,-0.6323459887493753,-0.0747286086868856,0.10801022984912753,-0.19524561781080693,-0.5808823529411765,-0.14705882352941177,0.12990196078431374,-0.1519607843137255
2009-10-02,-0.3790262861109324,-0.4516953605887908,-0.3089985303056873,-0.45886708390705955,-0.28186274509803927,-0.4054066290990013,-0.15686274509803924,-0.4889449647921289
2009-10-05,-0.7156250816693049,-0.3435885170815397,-0.326268180638255,-0.45475602782055313,-0.8039215686274511,-0.31617647058823534,-0.4730392156862746,-0.42892156862745107
2009-10-06,-0.6635978964804266,-0.22642807881363833,-0.16656626635221078,-0.07272625547832845,-0.6715686274509804,-0.2916666666666667,-0.1519607843137255,-0.10294117647058824
2009-10-07,-0.6718296767506214,-0.5201275832810621,-0.17744335687786078,-0.25868091033120383,-0.6715686274509804,-0.47058823529411764,-0.30637254901960786,-0.3357843137254902
2009-10-08,-0.2461784116539226,-0.3633096997077121,-0.4565558404905826,-0.3945240169624191,-0.4754901960784314,0.09313725490196079,-0.4460784313725491,-0.32352941176470595
2009-10-09,-0.5267249481818579,0.264651210623724,0.0027553066904208168,-0.10670078496108744,-0.5416666666666667,0.1985294117647059,0.11274509803921569,0.18382352941176472
2009-10-13,0.5123608864660776,0.16034288312223022,0.1666335637975382,0.47146248248241074,0.0,0.232843137254902,0.11519607843137256,0.34068627450980393
2009-10-14,0.7507391579000363,0.48959631574194556,0.09231053880618746,0.031666281611595404,0.014705882352941176,0.45833333333333337,0.19117647058823534,-0.11764705882352941
2009-10-15,-0.3686282439676881,-0.554721879225649,-0.33300320789062143,-0.634561365096273,-0.5073529411764706,-0.5931372549019609,-0.5343137254901961,-0.7720588235294118
2009-10-16,-0.35447014075285455,0.3101531322093528,0.05985965700871123,0.10433596659722093,-0.36274509803921573,0.2303921568627451,0.13970588235294118,0.18137254901960786
2009-10-19,-0.6993051534561385,-0.4683713285127818,-0.40692180248797594,-0.6598056409636767,-0.573529411764706,-0.28921568627450983,-0.32843137254901966,-0.49754901960784315
2009-10-20,-0.04262583790642287,0.5438913353240946,0.30390286445067005,0.5317386630592642,0.03676470588235294,0.46813725490196084,0.16176470588235298,0.5049019607843138
2009-10-21,0.0178504967835639,0.40546296763781475,0.4595405094221804,0.5572827720054447,-0.17647058823529413,0.08578431372549021,0.1519607843137255,0.10784313725490197
2009-10-22,0.23501266198089388,0.0037370558088465275,0.4131238985046238,-0.1556097342056211,0.19607843137254904,0.22794117647058826,0.34558823529411764,0.03431372549019608
2009-10-23,-0.45533318713203996,0.06856750116270821,0.0608585678867441,0.1665998783879299,-0.4068627450980392,-0.04166666666666667,0.03186274509803922,-0.09313725490196079
