trade_date,q1_cc,q2_cc,q3_cc,q1_intra,q2_intra,q3_intra,q1_raw,q2_raw,q3_raw
2009-07-10,-0.010611416200609606,-0.023347313497029697,-0.07419741522904903,-0.01070320077529999,-0.007261328835105745,-0.02507673221971667,-0.015365518800053901,-0.010054149377899438,-0.030692384858362343
2009-07-13,0.010006666423423037,-0.0034795645245661614,-0.011198409948752333,-0.002166693012217555,-0.0017325667398806407,-0.002764829725360491,-0.01520720533829103,-0.013391237019129063,-0.008694059900547923
2009-07-14,0.003850091684987253,-0.0023644355860584906,-0.010334327389170563,0.0006977281015341566,-0.0012017108010013236,-0.006645503319883547,0.003317620099675045,2.8909649219152227e-05,-0.005818209473864089
2009-07-15,0.00401888515733975,0.0025434951553740493,-0.0012357055480214808,-0.001373913269591398,0.00457678205027681,-0.00015843980703781593,-0.007891960077011363,-0.003152645100064268,-0.0032753459643498186
2009-07-16,0.0011031913068249774,-0.0028861019028193205,-0.0017570530831878916,0.0012938329004102758,0.0034690803772845676,0.004346408801562706,-0.014142918741691112,-0.0028237424896030427,-0.004008545587492951
2009-07-17,0.009390833966223375,0.0006670236687086711,-0.002828611036414393,0.004408810771497905,0.0004195102079280596,-0.001309832638350507,0.003561792465233915,-0.00016737512787163528,-0.0021084902840071253
2009-07-21,-0.002468758495467874,-0.00486674819389814,-0.0004516135824567611,-0.002640305376141858,0.002944137784871914,-0.002453211581379128,-0.00047305904485519525,0.005761900413744961,-0.0012751565937420216
2009-07-22,0.014196175780111273,0.00014331944217186993,-0.004441622038659533,3.458023432234367e-05,-0.0065154680703239706,-0.004796396909631229,0.002404907568823789,-0.0017575856424297185,-0.0017419617725235926
2009-07-23,0.009359531328604342,0.00322866657084039,-0.0025149540245051226,0.005124934585476441,0.004516291290548222,0.0008019779906492856,0.003613410775660064,0.0015468277000723698,-0.0006769256410334545
2009-07-24,-0.0011799759639887913,-0.005629343231636546,-0.001774999724919947,-0.002178197205404173,-0.0012410158109496926,0.0011218476912196807,-0.005556861053011408,-0.003039796226458399,-2.9008318538337184e-05
2009-07-27,0.00297206998560685,-0.001223722091513453,-0.0002742009515164068,-0.0014647921475943021,0.001232893356238722,-0.0035354655813765803,-0.0030695684851322013,-0.0004080570825604836,-0.0042942325708159815
2009-07-28,0.0025388944915234303,0.0008445302218013608,0.0010147896544539462,0.0003702190996378846,0.004229770050347025,0.004396532169899976,-0.0005549909247422935,0.0017693270496831972,0.0018522361271605225
2009-07-29,0.006052160133371146,-0.004666100822142323,-0.007948031618827506,0.002421964356081833,-0.0011372755915700287,0.000167032670247878,0.0028496743226961384,0.0008175355461165371,0.0016149674650384194
2009-07-30,-0.0011367052314989689,-0.009579935024125606,-0.013059352194779588,-0.0014974060025668818,-0.0019020610568194621,-0.001958041562458446,-0.002550276480714331,-0.0022288261515601704,-0.002759765615558707
2009-07-31,0.011267707844002633,-0.0023762998296201774,-0.0006511302743414358,-0.00011325486554785366,-0.00154043418483793,-4.328644444515084e-05,0.0008397549684837635,-0.0008605959465411983,0.000305499804787579
2009-08-03,0.004557072937467748,-0.002771215134918683,-0.002794483938668945,-0.0018954651335723702,-0.0001321764306620945,-0.000656342407729912,-0.0005576088664876356,0.003275893268061642,0.0022069423697094414
2009-08-04,0.005953507219044285,-0.0027575749487672332,0.008577029750514992,-0.005585701992932901,-0.004062759050522484,0.0043067659431475945,-0.010417568139518529,-0.008580579914470952,0.002337505827233621
2009-08-05,0.012250538024871993,0.0043061664179460035,0.00502315990034752,0.0006788821145030626,0.001834948471378729,0.009008735865217662,-0.017539761370730413,-0.004489789467580512,-0.0014120396011722213
2009-08-06,-0.0027112658995140496,-0.0046811507437360764,-0.016416720187111277,-0.004632198136041217,-0.004052392069444419,-0.004859121435594377,-0.0009760861374948249,0.0014864268248326398,-0.0014568675417392595
2009-08-07,0.0017756513175951976,-0.002668687277143954,-0.016312813591352344,-0.003097880682595444,-0.002160730062656903,-0.005377281947744094,-0.003097880682595444,-0.002160730062656903,-0.005377281947744094
2009-08-10,0.010501166834897532,0.0030470390978709207,-3.6598318847923945e-05,-0.0037432723589694516,6.620315665105205e-05,-0.0016626804715175413,-0.0037432723589694516,6.620315665105205e-05,-0.0016626804715175413
2009-08-11,0.00280550884346883,0.0005714286393711015,-0.006154878951999102,-0.0012914451758559253,0.001584421078462487,-0.0028384877514465766,-3.852070677148323e-05,0.003388239517350947,-0.0005306452010981122
2009-08-12,0.002611914745741542,0.00784653854808003,0.002897657207231584,-4.4869937397211056e-05,0.004088920074159806,0.0023525797868115274,-0.0007563566734182459,0.0024511561299472217,-0.0007603854559752766
2009-08-13,0.002255718315187903,-0.0012310043881964274,-0.009459734843337692,-0.001153009103528244,-0.0002975384535616583,6.0090137541149445e-05,-0.00044474968737526763,0.0004801558841073409,0.00027530782753233397
2009-08-14,0.0074675737682058565,0.004370921646707516,7.94480325020057e-05,0.0004933464430228992,0.010883599207571898,0.017043195984126867,0.001615707434052771,0.012976295881945836,0.019037674913186954
2009-08-17,-0.0007265357284208896,-0.0025575597922466256,0.002361407561414364,-0.006687145930605945,-6.446270311964373e-05,0.009773552921477632,-0.014420844851951742,-0.014644525432545939,0.0005556869131233766
2009-08-18,-0.0021141466547505107,-0.004693530725720812,-0.00938158979006079,0.003736581599487303,-0.0010935991272766293,-0.0027699389942667614,0.006300882049325951,0.006593446763971603,0.0027813992258347354
2009-08-19,0.010017951521250826,0.0010499864765652028,-0.009923220447338014,-0.0006084505864465857,-0.0003335126805454165,-0.002085247361189286,-0.003660182518580579,-0.0020128143495208623,-0.00516904449242137
2009-08-20,0.00647407091930296,8.990616417011101e-05,-0.009405080684875245,-0.0026029254749704695,-0.0004101376207119205,-0.0010684386668818181,0.0016200294550809957,0.008060198947723616,0.0021965526425705927
2009-08-21,0.006009111885400835,0.0020136984601251207,6.502395422684805e-05,-0.007572859906305543,0.0028720465133949677,0.005026703175888839,-0.01193926233074043,-0.004198755457674119,0.0002329644729178959
2009-08-24,0.0020452286691183077,-0.003149530857713567,0.007566727359243551,-0.0011846923712253068,0.001264639654932466,0.0020952129578631013,-0.0018753179772957429,0.0004954872897951727,0.0017790882253666761
2009-08-25,0.004808321124388204,-0.00028016850050695464,-0.0030065248570327443,-0.002773949449892214,-0.00025212973074482687,0.006173624223485035,-0.0021800234341095236,0.0001326988194380834,0.007140872660316067
2009-08-26,0.004935639293007896,-0.002297335254646601,-0.0026548761596471523,-0.004122223351915501,-0.005457143943730648,-0.00035620687152499895,-0.0011725485029528526,-0.0007687505512162796,0.0069082244931395476
2009-08-27,-0.005574559188129835,0.002978798176143108,-0.00573876736409899,-0.004249321027494384,-1.148085738317051e-05,-0.003007221413943387,-0.005478914313852145,-0.003618148562037412,-0.004995449456381196
2009-08-28,0.008991682930936672,-0.0037760571378854723,-0.0027433896059599746,-0.0006429981049270283,-0.004603027878087719,0.00133013862735738,-0.0006429981049270283,-0.004603027878087719,0.00133013862735738
2009-08-31,0.004711112991552657,0.0042821487668695925,0.004689037066261786,-0.006748804438602754,0.001737397779633073,-0.0008022959343795377,-0.01202998697631621,-0.005558244459391253,-0.003648940515325694
2009-09-02,-0.007717556870234806,-0.0044922840929279536,-0.003577044829187541,-0.0036906990725256335,-0.002912985443589353,-0.006959203089599887,-0.0030516531856994433,-0.0016593748333029654,-0.005139104434167896
2009-09-03,0.009446579335888296,0.0021417644447655855,-0.0019010671265109053,0.0026366808219694883,0.001818248135620581,0.0025497858466700047,0.0016544909896861082,-0.0003513493279815316,0.00026481192438640997
2009-09-04,0.006914836321210283,-0.0013810573470231947,-0.008183136872074226,0.006123324799694721,0.002407346705457606,0.0024450774421757465,-0.00368324865386338,-0.0016605638302880405,-0.002997044740688115
2009-09-07,-0.0012969806069385976,-0.003718835155159934,-0.019800307340419165,-0.002741653369039902,0.0008276537790546597,-0.007029901663252699,-0.002079616982902355,0.0014753641129921263,-0.006560079608744806
2009-09-09,0.0061945166782879325,-0.00036677303635662684,-0.002771735704690686,-0.00047755370828316825,-0.0008623536777226639,0.002025845957140596,-0.004180790960451963,-0.003970727302635273,-0.002047153674882152
2009-09-10,0.0043240714219901066,0.0048167689270290056,-0.014027134077569735,-0.0018174131434147058,0.002883375847088366,-0.007256358257876602,0.0019380733944954099,0.007987047164482983,0.0020452503285208314
2009-09-11,0.00406271570337198,-0.00010711122238313969,0.0025949003367702686,0.0010499988225416293,0.0035563599395563544,0.007715297587322309,-0.002834703039442066,-0.0009726678252783996,0.001982116721335103
2009-09-14,0.0006351737588311378,-0.0005242769897206961,-0.00502361453313956,-0.002636465812498913,0.001103317235967628,0.005848566215007201,-0.01462178960312801,-0.00829401502012615,-0.00060606060606061
2009-09-15,0.00038977950874581336,-0.0035919553486790817,-0.0014474490225214742,-0.0006319413580167041,-0.0036751431146514668,0.0012690697955049846,-0.002846888464665054,-0.007820382365479042,-0.0005270336320961855
2009-09-16,0.008502077338291426,0.002958140850883004,0.00013040570269906362,-8.979467955952322e-05,0.0007595993147673343,0.0023325653713042837,-0.005705711829793447,-0.0035982639634583196,0.00016736401673638212
2009-09-17,-0.005846865389994465,-0.00644329673669364,-0.011257766974373164,-0.0054562584955249625,-0.002080410875446235,-0.0053732026885902635,-0.0048845483039333,-0.0016007756262575207,-0.004618327389229737
